username,level,level_name,trial,mission,status
ai_L1_t3,1,naive_bot,3,logout_forgot_login_post,failed
ai_L1_t3,1,naive_bot,3,daily_signin,success
ai_L1_t3,1,naive_bot,3,daily_create_character,failed
ai_L1_t3,1,naive_bot,3,daily_dungeon,success
ai_L1_t3,1,naive_bot,3,daily_shop,success
ai_L1_t3,1,naive_bot,3,daily_equip,success
ai_L1_t3,1,naive_bot,3,chat,success
ai_L1_t3,1,naive_bot,3,ranking,success
ai_L1_t3,1,naive_bot,3,allocate_points,success
ai_L2_t1,2,basic_random,1,register,failed
ai_L2_t1,2,basic_random,1,login_failure_retry,failed
ai_L2_t1,2,basic_random,1,compose_post,failed
ai_L2_t1,2,basic_random,1,explore_scroll,success
ai_L2_t1,2,basic_random,1,search,failed
ai_L2_t1,2,basic_random,1,edit_profile,failed
ai_L2_t1,2,basic_random,1,terms,failed
ai_L2_t1,2,basic_random,1,timed_account,failed
ai_L2_t1,2,basic_random,1,delayed_post,failed
ai_L2_t1,2,basic_random,1,logout_forgot_login_post,failed
ai_L2_t1,2,basic_random,1,daily_signin,success
ai_L2_t1,2,basic_random,1,daily_create_character,failed
ai_L2_t1,2,basic_random,1,daily_dungeon,success
ai_L2_t1,2,basic_random,1,daily_shop,success
ai_L2_t1,2,basic_random,1,daily_equip,success
ai_L2_t1,2,basic_random,1,chat,success
ai_L2_t1,2,basic_random,1,ranking,success
ai_L2_t1,2,basic_random,1,allocate_points,success
ai_L2_t2,2,basic_random,2,register,failed
ai_L2_t2,2,basic_random,2,login_failure_retry,failed
ai_L2_t2,2,basic_random,2,compose_post,failed
ai_L2_t2,2,basic_random,2,explore_scroll,success
ai_L2_t2,2,basic_random,2,search,failed
ai_L2_t2,2,basic_random,2,edit_profile,failed
ai_L2_t2,2,basic_random,2,terms,failed
ai_L2_t2,2,basic_random,2,timed_account,failed
ai_L2_t2,2,basic_random,2,delayed_post,failed
ai_L2_t2,2,basic_random,2,logout_forgot_login_post,failed
ai_L2_t2,2,basic_random,2,daily_signin,success
ai_L2_t2,2,basic_random,2,daily_create_character,failed
ai_L2_t2,2,basic_random,2,daily_dungeon,success
ai_L2_t2,2,basic_random,2,daily_shop,success
ai_L2_t2,2,basic_random,2,daily_equip,success
ai_L2_t2,2,basic_random,2,chat,success
ai_L2_t2,2,basic_random,2,ranking,success
ai_L2_t2,2,basic_random,2,allocate_points,success
ai_L2_t3,2,basic_random,3,register,failed
ai_L2_t3,2,basic_random,3,login_failure_retry,failed
ai_L2_t3,2,basic_random,3,compose_post,failed
ai_L2_t3,2,basic_random,3,explore_scroll,success
ai_L2_t3,2,basic_random,3,search,failed
ai_L2_t3,2,basic_random,3,edit_profile,failed
ai_L2_t3,2,basic_random,3,terms,failed
ai_L2_t3,2,basic_random,3,timed_account,failed
ai_L2_t3,2,basic_random,3,delayed_post,failed
ai_L2_t3,2,basic_random,3,logout_forgot_login_post,failed
ai_L2_t3,2,basic_random,3,daily_signin,success
ai_L2_t3,2,basic_random,3,daily_create_character,failed
ai_L2_t3,2,basic_random,3,daily_dungeon,success
ai_L2_t3,2,basic_random,3,daily_shop,success
ai_L2_t3,2,basic_random,3,daily_equip,success
ai_L2_t3,2,basic_random,3,chat,success
ai_L2_t3,2,basic_random,3,ranking,success
ai_L2_t3,2,basic_random,3,allocate_points,success
ai_L3_t1,3,humanlike,1,register,failed
ai_L3_t1,3,humanlike,1,login_failure_retry,failed
ai_L3_t1,3,humanlike,1,compose_post,failed
ai_L3_t1,3,humanlike,1,explore_scroll,success
ai_L3_t1,3,humanlike,1,search,failed
ai_L3_t1,3,humanlike,1,edit_profile,failed
ai_L3_t1,3,humanlike,1,terms,failed
ai_L3_t1,3,humanlike,1,timed_account,failed
ai_L3_t1,3,humanlike,1,delayed_post,failed
ai_L3_t1,3,humanlike,1,logout_forgot_login_post,failed
ai_L3_t1,3,humanlike,1,daily_signin,success
ai_L3_t1,3,humanlike,1,daily_create_character,failed
ai_L3_t1,3,humanlike,1,daily_dungeon,success
ai_L3_t1,3,humanlike,1,daily_shop,success
ai_L3_t1,3,humanlike,1,daily_equip,success
ai_L3_t1,3,humanlike,1,chat,success
ai_L3_t1,3,humanlike,1,ranking,success
ai_L3_t1,3,humanlike,1,allocate_points,success
ai_L3_t2,3,humanlike,2,register,failed
ai_L3_t2,3,humanlike,2,login_failure_retry,failed
ai_L3_t2,3,humanlike,2,compose_post,failed
ai_L3_t2,3,humanlike,2,explore_scroll,success
ai_L3_t2,3,humanlike,2,search,failed
ai_L3_t2,3,humanlike,2,edit_profile,failed
ai_L3_t2,3,humanlike,2,terms,failed
ai_L3_t2,3,humanlike,2,timed_account,failed
ai_L3_t2,3,humanlike,2,delayed_post,failed
ai_L3_t2,3,humanlike,2,logout_forgot_login_post,failed
ai_L3_t2,3,humanlike,2,daily_signin,success
ai_L3_t2,3,humanlike,2,daily_create_character,failed
ai_L3_t2,3,humanlike,2,daily_dungeon,success
ai_L3_t2,3,humanlike,2,daily_shop,success
ai_L3_t2,3,humanlike,2,daily_equip,success
ai_L3_t2,3,humanlike,2,chat,success
ai_L3_t2,3,humanlike,2,ranking,success
ai_L3_t2,3,humanlike,2,allocate_points,success
ai_L3_t3,3,humanlike,3,register,failed
ai_L3_t3,3,humanlike,3,login_failure_retry,failed
ai_L3_t3,3,humanlike,3,compose_post,failed
ai_L3_t3,3,humanlike,3,explore_scroll,success
ai_L3_t3,3,humanlike,3,search,failed
ai_L3_t3,3,humanlike,3,edit_profile,failed
ai_L3_t3,3,humanlike,3,terms,failed
ai_L3_t3,3,humanlike,3,timed_account,failed
ai_L3_t3,3,humanlike,3,delayed_post,failed
ai_L3_t3,3,humanlike,3,logout_forgot_login_post,failed
ai_L3_t3,3,humanlike,3,daily_signin,success
ai_L3_t3,3,humanlike,3,daily_create_character,failed
ai_L3_t3,3,humanlike,3,daily_dungeon,success
ai_L3_t3,3,humanlike,3,daily_shop,success
ai_L3_t3,3,humanlike,3,daily_equip,success
ai_L3_t3,3,humanlike,3,chat,success
ai_L3_t3,3,humanlike,3,ranking,success
ai_L3_t3,3,humanlike,3,allocate_points,success
ai_L4_t1,4,highly_humanlike,1,register,failed
ai_L4_t1,4,highly_humanlike,1,login_failure_retry,failed
ai_L4_t1,4,highly_humanlike,1,compose_post,failed
ai_L4_t1,4,highly_humanlike,1,explore_scroll,success
ai_L4_t1,4,highly_humanlike,1,search,failed
ai_L4_t1,4,highly_humanlike,1,edit_profile,failed
ai_L4_t1,4,highly_humanlike,1,terms,failed
ai_L4_t1,4,highly_humanlike,1,timed_account,failed
ai_L4_t1,4,highly_humanlike,1,delayed_post,failed
ai_L4_t1,4,highly_humanlike,1,logout_forgot_login_post,failed
ai_L4_t1,4,highly_humanlike,1,daily_signin,success
ai_L4_t1,4,highly_humanlike,1,daily_create_character,failed
ai_L4_t1,4,highly_humanlike,1,daily_dungeon,success
ai_L4_t1,4,highly_humanlike,1,daily_shop,success
ai_L4_t1,4,highly_humanlike,1,daily_equip,success
ai_L4_t1,4,highly_humanlike,1,chat,success
ai_L4_t1,4,highly_humanlike,1,ranking,success
ai_L4_t1,4,highly_humanlike,1,allocate_points,success
ai_L4_t2,4,highly_humanlike,2,register,failed
ai_L4_t2,4,highly_humanlike,2,login_failure_retry,failed
ai_L4_t2,4,highly_humanlike,2,compose_post,failed
ai_L4_t2,4,highly_humanlike,2,explore_scroll,success
ai_L4_t2,4,highly_humanlike,2,search,failed
ai_L4_t2,4,highly_humanlike,2,edit_profile,failed
ai_L4_t2,4,highly_humanlike,2,terms,failed
ai_L4_t2,4,highly_humanlike,2,timed_account,failed
ai_L4_t2,4,highly_humanlike,2,delayed_post,failed
ai_L4_t2,4,highly_humanlike,2,logout_forgot_login_post,failed
ai_L4_t2,4,highly_humanlike,2,daily_signin,success
ai_L1_t1,1,naive_bot,1,register,failed
ai_L1_t1,1,naive_bot,1,login_failure_retry,failed
ai_L1_t1,1,naive_bot,1,compose_post,failed
ai_L1_t1,1,naive_bot,1,explore_scroll,success
ai_L1_t1,1,naive_bot,1,search,failed
ai_L1_t1,1,naive_bot,1,edit_profile,failed
ai_L1_t1,1,naive_bot,1,terms,failed
ai_L1_t1,1,naive_bot,1,timed_account,failed
ai_L1_t1,1,naive_bot,1,delayed_post,failed
ai_L1_t1,1,naive_bot,1,compose_post,failed
ai_L1_t1,1,naive_bot,1,logout_forgot_login_post,success
ai_L1_t1,1,naive_bot,1,daily_signin,success
ai_L1_t1,1,naive_bot,1,daily_create_character,failed
ai_L1_t1,1,naive_bot,1,daily_dungeon,success
ai_L1_t1,1,naive_bot,1,daily_shop,success
ai_L1_t1,1,naive_bot,1,daily_equip,success
ai_L1_t1,1,naive_bot,1,chat,success
ai_L1_t1,1,naive_bot,1,ranking,success
ai_L1_t1,1,naive_bot,1,allocate_points,success
ai_L1_t2,1,naive_bot,2,register,failed
ai_L1_t2,1,naive_bot,2,login_failure_retry,failed
ai_L1_t2,1,naive_bot,2,compose_post,failed
ai_L1_t2,1,naive_bot,2,explore_scroll,success
ai_L1_t2,1,naive_bot,2,search,failed
ai_L1_t2,1,naive_bot,2,edit_profile,failed
ai_L1_t2,1,naive_bot,2,terms,failed
ai_L1_t2,1,naive_bot,2,timed_account,failed
ai_L1_t2,1,naive_bot,2,delayed_post,failed
ai_L1_t2,1,naive_bot,2,compose_post,failed
ai_L1_t2,1,naive_bot,2,logout_forgot_login_post,success
ai_L1_t2,1,naive_bot,2,daily_signin,success
ai_L1_t2,1,naive_bot,2,daily_create_character,failed
ai_L1_t2,1,naive_bot,2,daily_dungeon,success
ai_L1_t2,1,naive_bot,2,daily_shop,success
ai_L1_t2,1,naive_bot,2,daily_equip,success
ai_L1_t2,1,naive_bot,2,chat,success
ai_L1_t2,1,naive_bot,2,ranking,success
ai_L1_t2,1,naive_bot,2,allocate_points,success
ai_L1_t3,1,naive_bot,3,register,failed
ai_L1_t3,1,naive_bot,3,login_failure_retry,failed
ai_L1_t3,1,naive_bot,3,compose_post,failed
ai_L1_t3,1,naive_bot,3,explore_scroll,success
ai_L1_t3,1,naive_bot,3,search,failed
ai_L1_t3,1,naive_bot,3,edit_profile,failed
ai_L1_t3,1,naive_bot,3,terms,failed
ai_L1_t3,1,naive_bot,3,timed_account,failed
ai_L1_t3,1,naive_bot,3,delayed_post,failed
ai_L1_t3,1,naive_bot,3,compose_post,failed
ai_L1_t3,1,naive_bot,3,logout_forgot_login_post,success
ai_L1_t3,1,naive_bot,3,daily_signin,success
ai_L1_t3,1,naive_bot,3,daily_create_character,failed
ai_L1_t3,1,naive_bot,3,daily_dungeon,success
ai_L1_t3,1,naive_bot,3,daily_shop,success
ai_L1_t3,1,naive_bot,3,daily_equip,success
ai_L1_t3,1,naive_bot,3,chat,success
ai_L1_t3,1,naive_bot,3,ranking,success
ai_L1_t3,1,naive_bot,3,allocate_points,success
ai_L2_t1,2,basic_random,1,register,failed
ai_L2_t1,2,basic_random,1,login_failure_retry,failed
ai_L2_t1,2,basic_random,1,compose_post,failed
ai_L2_t1,2,basic_random,1,explore_scroll,success
ai_L2_t1,2,basic_random,1,search,failed
ai_L2_t1,2,basic_random,1,edit_profile,failed
ai_L2_t1,2,basic_random,1,terms,failed
ai_L2_t1,2,basic_random,1,timed_account,failed
ai_L2_t1,2,basic_random,1,delayed_post,failed
ai_L2_t1,2,basic_random,1,compose_post,failed
ai_L2_t1,2,basic_random,1,logout_forgot_login_post,success
ai_L2_t1,2,basic_random,1,daily_signin,success
ai_L2_t1,2,basic_random,1,daily_create_character,failed
ai_L2_t1,2,basic_random,1,daily_dungeon,success
ai_L2_t1,2,basic_random,1,daily_shop,success
ai_L2_t1,2,basic_random,1,daily_equip,success
ai_L2_t1,2,basic_random,1,chat,success
ai_L2_t1,2,basic_random,1,ranking,success
ai_L2_t1,2,basic_random,1,allocate_points,success
ai_L2_t2,2,basic_random,2,register,failed
ai_L2_t2,2,basic_random,2,login_failure_retry,failed
ai_L2_t2,2,basic_random,2,compose_post,failed
ai_L2_t2,2,basic_random,2,explore_scroll,success
ai_L2_t2,2,basic_random,2,search,failed
ai_L2_t2,2,basic_random,2,edit_profile,failed
ai_L2_t2,2,basic_random,2,terms,failed
ai_L2_t2,2,basic_random,2,timed_account,failed
ai_L2_t2,2,basic_random,2,delayed_post,failed
ai_L2_t2,2,basic_random,2,compose_post,failed
ai_L2_t2,2,basic_random,2,logout_forgot_login_post,success
ai_L2_t2,2,basic_random,2,daily_signin,success
ai_L2_t2,2,basic_random,2,daily_create_character,failed
ai_L2_t2,2,basic_random,2,daily_dungeon,success
ai_L2_t2,2,basic_random,2,daily_shop,success
ai_L2_t2,2,basic_random,2,daily_equip,success
ai_L2_t2,2,basic_random,2,chat,success
ai_L2_t2,2,basic_random,2,ranking,success
ai_L2_t2,2,basic_random,2,allocate_points,success
ai_L2_t3,2,basic_random,3,register,failed
ai_L2_t3,2,basic_random,3,login_failure_retry,failed
ai_L2_t3,2,basic_random,3,compose_post,failed
ai_L2_t3,2,basic_random,3,explore_scroll,success
ai_L2_t3,2,basic_random,3,search,failed
ai_L2_t3,2,basic_random,3,edit_profile,failed
ai_L2_t3,2,basic_random,3,terms,failed
ai_L2_t3,2,basic_random,3,timed_account,failed
ai_L2_t3,2,basic_random,3,delayed_post,failed
ai_L2_t3,2,basic_random,3,compose_post,failed
ai_L2_t3,2,basic_random,3,logout_forgot_login_post,success
ai_L2_t3,2,basic_random,3,daily_signin,success
ai_L2_t3,2,basic_random,3,daily_create_character,failed
ai_L2_t3,2,basic_random,3,daily_dungeon,success
ai_L2_t3,2,basic_random,3,daily_shop,success
ai_L2_t3,2,basic_random,3,daily_equip,success
ai_L2_t3,2,basic_random,3,chat,success
ai_L2_t3,2,basic_random,3,ranking,success
ai_L2_t3,2,basic_random,3,allocate_points,success
ai_L3_t1,3,humanlike,1,register,failed
ai_L3_t1,3,humanlike,1,login_failure_retry,failed
ai_L3_t1,3,humanlike,1,compose_post,failed
ai_L3_t1,3,humanlike,1,explore_scroll,success
ai_L3_t1,3,humanlike,1,search,failed
ai_L3_t1,3,humanlike,1,edit_profile,failed
ai_L3_t1,3,humanlike,1,terms,failed
ai_L3_t1,3,humanlike,1,timed_account,failed
ai_L3_t1,3,humanlike,1,delayed_post,failed
ai_L3_t1,3,humanlike,1,compose_post,failed
ai_L3_t1,3,humanlike,1,logout_forgot_login_post,success
ai_L3_t1,3,humanlike,1,daily_signin,success
ai_L3_t1,3,humanlike,1,daily_create_character,failed
ai_L3_t1,3,humanlike,1,daily_dungeon,success
ai_L3_t1,3,humanlike,1,daily_shop,success
ai_L3_t1,3,humanlike,1,daily_equip,success
ai_L3_t1,3,humanlike,1,chat,success
ai_L3_t1,3,humanlike,1,ranking,success
ai_L3_t1,3,humanlike,1,allocate_points,success
ai_L3_t2,3,humanlike,2,register,failed
ai_L3_t2,3,humanlike,2,login_failure_retry,failed
ai_L3_t2,3,humanlike,2,compose_post,failed
ai_L3_t2,3,humanlike,2,explore_scroll,success
ai_L3_t2,3,humanlike,2,search,failed
ai_L3_t2,3,humanlike,2,edit_profile,failed
ai_L3_t2,3,humanlike,2,terms,failed
ai_L3_t2,3,humanlike,2,timed_account,failed
ai_L3_t2,3,humanlike,2,delayed_post,failed
ai_L3_t2,3,humanlike,2,compose_post,failed
ai_L3_t2,3,humanlike,2,logout_forgot_login_post,success
ai_L3_t2,3,humanlike,2,daily_signin,success
ai_L3_t2,3,humanlike,2,daily_create_character,failed
ai_L3_t2,3,humanlike,2,daily_dungeon,success
ai_L3_t2,3,humanlike,2,daily_shop,success
ai_L3_t2,3,humanlike,2,daily_equip,success
ai_L3_t2,3,humanlike,2,chat,success
ai_L3_t2,3,humanlike,2,ranking,success
ai_L3_t2,3,humanlike,2,allocate_points,success
ai_L3_t3,3,humanlike,3,register,failed
ai_L3_t3,3,humanlike,3,login_failure_retry,failed
ai_L3_t3,3,humanlike,3,compose_post,failed
ai_L3_t3,3,humanlike,3,explore_scroll,success
ai_L3_t3,3,humanlike,3,search,failed
ai_L3_t3,3,humanlike,3,edit_profile,failed
ai_L3_t3,3,humanlike,3,terms,failed
ai_L3_t3,3,humanlike,3,timed_account,failed
ai_L3_t3,3,humanlike,3,delayed_post,failed
ai_L3_t3,3,humanlike,3,compose_post,failed
ai_L3_t3,3,humanlike,3,logout_forgot_login_post,success
ai_L3_t3,3,humanlike,3,daily_signin,success
ai_L3_t3,3,humanlike,3,daily_create_character,failed
ai_L3_t3,3,humanlike,3,daily_dungeon,success
ai_L3_t3,3,humanlike,3,daily_shop,success
ai_L3_t3,3,humanlike,3,daily_equip,success
ai_L3_t3,3,humanlike,3,chat,success
ai_L3_t3,3,humanlike,3,ranking,success
ai_L3_t3,3,humanlike,3,allocate_points,success
ai_L4_t1,4,highly_humanlike,1,register,failed
ai_L4_t1,4,highly_humanlike,1,login_failure_retry,failed
ai_L4_t1,4,highly_humanlike,1,compose_post,failed
ai_L4_t1,4,highly_humanlike,1,explore_scroll,success
ai_L4_t1,4,highly_humanlike,1,search,failed
ai_L4_t1,4,highly_humanlike,1,edit_profile,failed
ai_L4_t1,4,highly_humanlike,1,terms,failed
ai_L4_t1,4,highly_humanlike,1,timed_account,failed
ai_L4_t1,4,highly_humanlike,1,delayed_post,failed
ai_L4_t1,4,highly_humanlike,1,compose_post,failed
ai_L4_t1,4,highly_humanlike,1,logout_forgot_login_post,success
ai_L4_t1,4,highly_humanlike,1,daily_signin,success
ai_L4_t1,4,highly_humanlike,1,daily_create_character,failed
ai_L4_t1,4,highly_humanlike,1,daily_dungeon,success
ai_L4_t1,4,highly_humanlike,1,daily_shop,success
ai_L4_t1,4,highly_humanlike,1,daily_equip,success
ai_L4_t1,4,highly_humanlike,1,chat,success
ai_L4_t1,4,highly_humanlike,1,ranking,success
ai_L4_t1,4,highly_humanlike,1,allocate_points,success
ai_L4_t2,4,highly_humanlike,2,register,failed
ai_L4_t2,4,highly_humanlike,2,login_failure_retry,failed
ai_L4_t2,4,highly_humanlike,2,compose_post,failed
ai_L4_t2,4,highly_humanlike,2,explore_scroll,success
ai_L4_t2,4,highly_humanlike,2,search,failed
ai_L4_t2,4,highly_humanlike,2,edit_profile,failed
ai_L4_t2,4,highly_humanlike,2,terms,failed
ai_L4_t2,4,highly_humanlike,2,timed_account,failed
ai_L4_t2,4,highly_humanlike,2,delayed_post,failed
ai_L4_t2,4,highly_humanlike,2,compose_post,failed
ai_L4_t2,4,highly_humanlike,2,logout_forgot_login_post,success
ai_L4_t2,4,highly_humanlike,2,daily_signin,success
ai_L4_t2,4,highly_humanlike,2,daily_create_character,failed
ai_L4_t2,4,highly_humanlike,2,daily_dungeon,success
ai_L4_t2,4,highly_humanlike,2,daily_shop,success
ai_L4_t2,4,highly_humanlike,2,daily_equip,success
ai_L4_t2,4,highly_humanlike,2,chat,success
ai_L4_t2,4,highly_humanlike,2,ranking,success
ai_L4_t2,4,highly_humanlike,2,allocate_points,success
ai_L4_t3,4,highly_humanlike,3,register,failed
ai_L4_t3,4,highly_humanlike,3,login_failure_retry,failed
ai_L4_t3,4,highly_humanlike,3,compose_post,failed
ai_L4_t3,4,highly_humanlike,3,explore_scroll,success
ai_L4_t3,4,highly_humanlike,3,search,failed
ai_L4_t3,4,highly_humanlike,3,edit_profile,failed
ai_L4_t3,4,highly_humanlike,3,terms,failed
ai_L4_t3,4,highly_humanlike,3,timed_account,failed
ai_L4_t3,4,highly_humanlike,3,delayed_post,failed
ai_L4_t3,4,highly_humanlike,3,compose_post,failed
ai_L4_t3,4,highly_humanlike,3,logout_forgot_login_post,success
ai_L4_t3,4,highly_humanlike,3,daily_signin,success
ai_L4_t3,4,highly_humanlike,3,daily_create_character,failed
ai_L4_t3,4,highly_humanlike,3,daily_dungeon,success
ai_L4_t3,4,highly_humanlike,3,daily_shop,success
ai_L4_t3,4,highly_humanlike,3,daily_equip,success
ai_L4_t3,4,highly_humanlike,3,chat,success
ai_L4_t3,4,highly_humanlike,3,ranking,success
ai_L4_t3,4,highly_humanlike,3,allocate_points,success
ai_L1_t1,1,naive_bot,1,register,failed
ai_L1_t1,1,naive_bot,1,login_failure_retry,failed
ai_L1_t1,1,naive_bot,1,compose_post,failed
ai_L1_t1,1,naive_bot,1,explore_scroll,success
ai_L1_t1,1,naive_bot,1,search,failed
ai_L1_t1,1,naive_bot,1,edit_profile,failed
ai_L1_t1,1,naive_bot,1,terms,failed
ai_L1_t1,1,naive_bot,1,timed_account,failed
ai_L1_t1,1,naive_bot,1,delayed_post,failed
ai_L1_t1,1,naive_bot,1,compose_post,failed
ai_L1_t1,1,naive_bot,1,logout_forgot_login_post,success
ai_L1_t1,1,naive_bot,1,daily_signin,success
ai_L1_t1,1,naive_bot,1,daily_create_character,failed
ai_L1_t1,1,naive_bot,1,daily_dungeon,success
ai_L1_t1,1,naive_bot,1,daily_shop,success
ai_L1_t1,1,naive_bot,1,daily_equip,success
ai_L1_t1,1,naive_bot,1,chat,success
ai_L1_t1,1,naive_bot,1,ranking,success
ai_L1_t1,1,naive_bot,1,allocate_points,success
ai_L1_t2,1,naive_bot,2,register,failed
ai_L1_t2,1,naive_bot,2,login_failure_retry,failed
ai_L1_t2,1,naive_bot,2,compose_post,failed
ai_L1_t2,1,naive_bot,2,explore_scroll,success
ai_L1_t2,1,naive_bot,2,search,failed
ai_L1_t2,1,naive_bot,2,edit_profile,failed
